Page,Route,Slide / section,Source paragraph,Source heading,Source body,Source CTA / links,Treatment,Current representation,Not reproduced verbatim by standard renderer,Stored in pages.json,Implementation file
85,/os/analytics,HERO,2861,Understand the Patterns Behind the Work.,"Use defined metrics to understand product, workflow, team, or organizational patterns.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Understand the Patterns Behind the Work.
Use defined metrics to understand product, workflow, team, or organizational patterns.",No,src/pages/workspace/PlannedModule.tsx
85,/os/analytics,SECTION 2,2864,Every Metric Shows,"Definition
Data source
Calculation
Time period
Owner
Last updated",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Every Metric Shows
Definition
Data source
Calculation
Time period
Owner
Last updated",No,src/pages/workspace/PlannedModule.tsx
85,/os/analytics,SECTION 3,2872,Views,"Trends
Comparisons
Segments
Outcomes
Operational measures",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Views
Trends
Comparisons
Segments
Outcomes
Operational measures",No,src/pages/workspace/PlannedModule.tsx
85,/os/analytics,SECTION 4,2879,Explain a Delivery Trend,Trace the metric to source events and workflow stages before drawing a conclusion.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Explain a Delivery Trend
Trace the metric to source events and workflow stages before drawing a conclusion.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,HERO,2889,Connect Relevant Systems.,"Review available integrations, connected systems, permissions, authorized progression, synchronization, freshness, and activity.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Connect Relevant Systems.
Review available integrations, connected systems, permissions, authorized progression, synchronization, freshness, and activity.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,SECTION 2,2892,Available,See integrations approved for the current workspace or organization.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Available
See integrations approved for the current workspace or organization.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,SECTION 3,2895,Connected,"Review active connections, owners, scopes, progression permissions, health, last successful activity, and data freshness.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Connected
Review active connections, owners, scopes, progression permissions, health, last successful activity, and data freshness.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,SECTION 4,2898,Requires Attention,"Surface expired credentials, failed syncs, revoked access, or configuration issues.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Requires Attention
Surface expired credentials, failed syncs, revoked access, or configuration issues.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,SECTION 5,2901,Permissions,"See which users or roles can configure, use, or remove each connection.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Permissions
See which users or roles can configure, use, or remove each connection.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,SECTION 6,2904,Data Access,"Review what data each integration can read, write, or synchronize.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Data Access
Review what data each integration can read, write, or synchronize.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,SECTION 7,2907,Activity,"Track material connection events, sync results, freshness changes, and administrative changes.",,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Activity
Track material connection events, sync results, freshness changes, and administrative changes.",No,src/pages/workspace/PlannedModule.tsx
86,/os/integrations,SECTION 8,2910,Connect Finance Context,Authorize only the scopes needed for the financial decision-support use case and review sync status before relying on the data.,,Planned placeholder,This part of the journey is ahead.. All original sections are replaced by one generic planned-module view after workspace access.,"Connect Finance Context
Authorize only the scopes needed for the financial decision-support use case and review sync status before relying on the data.",No,src/pages/workspace/PlannedModule.tsx
87,/os/governance,HERO,2920,Define How LAMID ONE Operates in Your Organization.,"Set the policies that govern AI, persistent progression, permissions, delegation, capability availability, data, workflows, overrides, and approvals.",,Custom UI; no one-to-one slide,Capability needs accountability. — Pending human action reviews and searchable activity trail. Organization policy and permission administration are not implemented.,"Define How LAMID ONE Operates in Your Organization.
Set the policies that govern AI, persistent progression, permissions, delegation, capability availability, data, workflows, overrides, and approvals.",No,src/pages/workspace/Governance.tsx
